Title,Previous_Article,Level
COVID-19_pandemic_in_the_Central_African_Republic,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Chad,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_the_Democratic_Republic_of_the_Congo,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_the_Republic_of_the_Congo,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_the_Comoros,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Djibouti,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Egypt,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Equatorial_Guinea,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Eritrea,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Ethiopia,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Gabon,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_the_Gambia,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Ghana,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Guinea,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Guinea-Bissau,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Ivory_Coast,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Kenya,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Liberia,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Libya,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Madagascar,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Malawi,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Mauritania,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Mauritius,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Mayotte,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Morocco,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Mozambique,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Namibia,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Niger,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Nigeria,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Réunion,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Rwanda,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_São_Tomé_and_Príncipe,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Senegal,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Seychelles,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Sierra_Leone,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Somalia,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_South_Africa,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_South_Sudan,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Sudan,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Tanzania,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Togo,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Tunisia,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Uganda,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Western_Sahara,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Zambia,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Zimbabwe,Category:COVID-19_pandemic_in_Africa,2
Category:2020_coronavirus_pandemic_in_Algeria,Category:COVID-19_pandemic_in_Africa,2
Category:2020_coronavirus_pandemic_in_Algeria_templates,Category:2020_coronavirus_pandemic_in_Algeria,3
Template:COVID-19_pandemic_data/Algeria_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Algeria_templates,4
Category:2020_coronavirus_pandemic_in_Angola,Category:COVID-19_pandemic_in_Africa,2
Category:2020_coronavirus_pandemic_in_Angola_templates,Category:2020_coronavirus_pandemic_in_Angola,3
Template:COVID-19_pandemic_data/Angola_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Angola_templates,4
Category:2020_coronavirus_pandemic_in_Burkina_Faso,Category:COVID-19_pandemic_in_Africa,2
Category:Deaths_from_the_2020_coronavirus_pandemic_in_Burkina_Faso,Category:2020_coronavirus_pandemic_in_Burkina_Faso,3
Rose_Marie_Compaoré,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Burkina_Faso,4
Category:2020_coronavirus_pandemic_in_Burkina_Faso_templates,Category:2020_coronavirus_pandemic_in_Burkina_Faso,3
Template:COVID-19_pandemic_data/Burkina_Faso_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Burkina_Faso_templates,4
Category:2020_coronavirus_pandemic_in_Burundi,Category:COVID-19_pandemic_in_Africa,2
Category:2020_coronavirus_pandemic_in_Burundi_templates,Category:2020_coronavirus_pandemic_in_Burundi,3
Template:COVID-19_pandemic_data/Burundi_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Burundi_templates,4
Category:2020_coronavirus_pandemic_in_Cameroon,Category:COVID-19_pandemic_in_Africa,2
Category:Deaths_from_the_2020_coronavirus_pandemic_in_Cameroon,Category:2020_coronavirus_pandemic_in_Cameroon,3
Samuel_Wembé,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Cameroon,4
Category:2020_coronavirus_pandemic_in_Cameroon_templates,Category:2020_coronavirus_pandemic_in_Cameroon,3
Template:COVID-19_pandemic_data/Cameroon_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Cameroon_templates,4
Category:2020_coronavirus_pandemic_in_the_Democratic_Republic_of_the_Congo,Category:COVID-19_pandemic_in_Africa,2
Category:Deaths_from_the_2019–20_coronavirus_pandemic_in_the_Democratic_Republic_of_the_Congo,Category:2020_coronavirus_pandemic_in_the_Democratic_Republic_of_the_Congo,3
Gérard_Mulumba_Kalemba,Category:Deaths_from_the_2019–20_coronavirus_pandemic_in_the_Democratic_Republic_of_the_Congo,4
Category:2020_coronavirus_pandemic_in_Egypt,Category:COVID-19_pandemic_in_Africa,2
Category:Deaths_from_the_2020_coronavirus_pandemic_in_Egypt,Category:2020_coronavirus_pandemic_in_Egypt,3
Mahmoud_Jibril,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Egypt,4
Category:2020_coronavirus_pandemic_in_Egypt_templates,Category:2020_coronavirus_pandemic_in_Egypt,3
Template:COVID-19_pandemic_data/Egypt_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Egypt_templates,4
Category:2020_coronavirus_pandemic_in_Eswatini,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Eswatini,Category:2020_coronavirus_pandemic_in_Eswatini,3
Category:2020_coronavirus_pandemic_in_Eswatini_templates,Category:2020_coronavirus_pandemic_in_Eswatini,3
Template:COVID-19_pandemic_data/Eswatini_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Eswatini_templates,4
Category:2020_coronavirus_pandemic_in_Ethiopia,Category:COVID-19_pandemic_in_Africa,2
Category:2020_coronavirus_pandemic_in_Ethiopia_templates,Category:2020_coronavirus_pandemic_in_Ethiopia,3
Template:COVID-19_pandemic_data/Ethiopia_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Ethiopia_templates,4
Category:2020_coronavirus_pandemic_in_Ghana,Category:COVID-19_pandemic_in_Africa,2
Category:Deaths_from_the_2020_coronavirus_pandemic_in_Ghana,Category:2020_coronavirus_pandemic_in_Ghana,3
Jacob_Plange-Rhule,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Ghana,4
Category:2020_coronavirus_pandemic_in_Ghana_templates,Category:2020_coronavirus_pandemic_in_Ghana,3
Template:COVID-19_pandemic_data/Ghana_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Ghana_templates,4
Category:2020_coronavirus_pandemic_in_Guinea,Category:COVID-19_pandemic_in_Africa,2
Category:Deaths_from_the_2020_coronavirus_pandemic_in_Guinea,Category:2020_coronavirus_pandemic_in_Guinea,3
Sékou_Kourouma,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Guinea,4
Category:2020_coronavirus_pandemic_in_Ivory_Coast,Category:COVID-19_pandemic_in_Africa,2
Category:2020_coronavirus_pandemic_in_Ivory_Coast_templates,Category:2020_coronavirus_pandemic_in_Ivory_Coast,3
Template:COVID-19_pandemic_data/Ivory_Coast_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Ivory_Coast_templates,4
Category:2020_coronavirus_pandemic_in_Kenya,Category:COVID-19_pandemic_in_Africa,2
Category:2020_coronavirus_pandemic_in_Kenya_templates,Category:2020_coronavirus_pandemic_in_Kenya,3
Template:COVID-19_pandemic_data/Kenya_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Kenya_templates,4
Category:2020_coronavirus_pandemic_in_Libya,Category:COVID-19_pandemic_in_Africa,2
Category:2020_coronavirus_pandemic_in_Libya_templates,Category:2020_coronavirus_pandemic_in_Libya,3
Template:COVID-19_pandemic_data/Libya_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Libya_templates,4
Category:2020_coronavirus_pandemic_in_Malawi,Category:COVID-19_pandemic_in_Africa,2
Category:2020_coronavirus_pandemic_in_Malawi_templates,Category:2020_coronavirus_pandemic_in_Malawi,3
Template:COVID-19_pandemic_data/Malawi_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Malawi_templates,4
Category:2020_coronavirus_pandemic_in_Mali,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Mali,Category:2020_coronavirus_pandemic_in_Mali,3
Category:Deaths_from_the_2020_coronavirus_pandemic_in_Mali,Category:2020_coronavirus_pandemic_in_Mali,3
Belco_Bah,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Mali,4
Category:2020_coronavirus_pandemic_in_Mali_templates,Category:2020_coronavirus_pandemic_in_Mali,3
Template:COVID-19_pandemic_data/Mali_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Mali_templates,4
Category:2020_coronavirus_pandemic_in_Mauritius,Category:COVID-19_pandemic_in_Africa,2
Category:2020_coronavirus_pandemic_in_Mauritius_templates,Category:2020_coronavirus_pandemic_in_Mauritius,3
Template:COVID-19_pandemic_data/Mauritius_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Mauritius_templates,4
Category:2020_coronavirus_pandemic_in_Morocco,Category:COVID-19_pandemic_in_Africa,2
Category:2020_coronavirus_pandemic_in_Morocco_templates,Category:2020_coronavirus_pandemic_in_Morocco,3
Template:COVID-19_pandemic_data/Morocco_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Morocco_templates,4
Category:2020_coronavirus_pandemic_in_Niger,Category:COVID-19_pandemic_in_Africa,2
Category:Deaths_from_the_2020_coronavirus_pandemic_in_Niger,Category:2020_coronavirus_pandemic_in_Niger,3
Mohamed_Ben_Omar,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Niger,4
Category:2020_coronavirus_pandemic_in_Nigeria,Category:COVID-19_pandemic_in_Africa,2
Category:Deaths_from_the_2019–20_coronavirus_pandemic_in_Nigeria,Category:2020_coronavirus_pandemic_in_Nigeria,3
Suleiman_Adamu,Category:Deaths_from_the_2019–20_coronavirus_pandemic_in_Nigeria,4
Abba_Kyari,Category:Deaths_from_the_2019–20_coronavirus_pandemic_in_Nigeria,4
Category:2020_coronavirus_pandemic_in_Nigeria_templates,Category:2020_coronavirus_pandemic_in_Nigeria,3
Template:COVID-19_pandemic_data/Nigeria_medical_cases,Category:2020_coronavirus_pandemic_in_Nigeria_templates,4
Template:COVID-19_pandemic_data/Nigeria_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Nigeria_templates,4
Category:2020_coronavirus_pandemic_in_Senegal,Category:COVID-19_pandemic_in_Africa,2
Category:Deaths_from_the_2020_coronavirus_pandemic_in_Senegal,Category:2020_coronavirus_pandemic_in_Senegal,3
Pape_Diouf,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Senegal,4
Category:2020_coronavirus_pandemic_in_Senegal_templates,Category:2020_coronavirus_pandemic_in_Senegal,3
Template:COVID-19_pandemic_data/Senegal_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Senegal_templates,4
Category:2020_coronavirus_pandemic_in_Somalia,Category:COVID-19_pandemic_in_Africa,2
COVID-19_pandemic_in_Somaliland,Category:2020_coronavirus_pandemic_in_Somalia,3
Category:Deaths_from_the_2020_coronavirus_pandemic_in_Somalia,Category:2020_coronavirus_pandemic_in_Somalia,3
Khalif_Mumin_Tohow,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Somalia,4
Category:2020_coronavirus_pandemic_in_South_Africa,Category:COVID-19_pandemic_in_Africa,2
Category:Deaths_from_the_2020_coronavirus_pandemic_in_South_Africa,Category:2020_coronavirus_pandemic_in_South_Africa,3
Gita_Ramjee,Category:Deaths_from_the_2020_coronavirus_pandemic_in_South_Africa,4
Category:2020_coronavirus_pandemic_in_South_Africa_templates,Category:2020_coronavirus_pandemic_in_South_Africa,3
Template:COVID-19_pandemic_data/South_Africa_deaths,Category:2020_coronavirus_pandemic_in_South_Africa_templates,4
Template:COVID-19_pandemic_data/South_Africa_medical_cases,Category:2020_coronavirus_pandemic_in_South_Africa_templates,4
Template:COVID-19_pandemic_data/South_Africa_medical_cases_chart,Category:2020_coronavirus_pandemic_in_South_Africa_templates,4
Template:COVID-19_pandemic_data/South_Africa|_North_West_medical_cases,Category:2020_coronavirus_pandemic_in_South_Africa_templates,4
Template:COVID-19_pandemic_data/South_Africa|_Western_Cape_medical_cases,Category:2020_coronavirus_pandemic_in_South_Africa_templates,4
Category:2020_coronavirus_pandemic_in_Tanzania,Category:COVID-19_pandemic_in_Africa,2
Category:2020_coronavirus_pandemic_in_Tanzania_templates,Category:2020_coronavirus_pandemic_in_Tanzania,3
Template:COVID-19_pandemic_data/Tanzania_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Tanzania_templates,4
Category:2020_coronavirus_pandemic_in_Togo,Category:COVID-19_pandemic_in_Africa,2
Category:2020_coronavirus_pandemic_in_Togo_templates,Category:2020_coronavirus_pandemic_in_Togo,3
Template:COVID-19_pandemic_data/Togo_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Togo_templates,4
Category:2020_coronavirus_pandemic_in_Tunisia,Category:COVID-19_pandemic_in_Africa,2
Category:Deaths_from_the_2020_coronavirus_pandemic_in_Tunisia,Category:2020_coronavirus_pandemic_in_Tunisia,3
Leïla_Menchari,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Tunisia,4
Category:2020_coronavirus_pandemic_in_Tunisia_templates,Category:2020_coronavirus_pandemic_in_Tunisia,3
Template:COVID-19_pandemic_data/Tunisia_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Tunisia_templates,4
Template:COVID-19_pandemic_in_Tunisia/New_Cases_Chart,Category:2020_coronavirus_pandemic_in_Tunisia_templates,4
Category:2020_coronavirus_pandemic_in_Zimbabwe,Category:COVID-19_pandemic_in_Africa,2
Category:Deaths_from_the_2020_coronavirus_pandemic_in_Zimbabwe,Category:2020_coronavirus_pandemic_in_Zimbabwe,3
Zororo_Makamba,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Zimbabwe,4
Category:2020_coronavirus_pandemic_in_Africa_templates,Category:COVID-19_pandemic_in_Africa,2
Template:COVID-19_pandemic_in_Africa,Category:2020_coronavirus_pandemic_in_Africa_templates,3
Category:2020_coronavirus_pandemic_in_Mauritania_templates,Category:2020_coronavirus_pandemic_in_Africa_templates,3
Template:COVID-19_pandemic_data/Mauritania_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Mauritania_templates,4
Category:2019–20_coronavirus_pandemic_in_Asia,Category:2019–20_coronavirus_pandemic_by_continent,1
SAARC_COVID-19_Emergency_Fund,Category:2019–20_coronavirus_pandemic_in_Asia,2
COVID-19_pandemic_in_North_Asia,Category:2019–20_coronavirus_pandemic_in_Asia,2
COVID-19_pandemic_in_South_Asia,Category:2019–20_coronavirus_pandemic_in_Asia,2
COVID-19_pandemic_in_Abkhazia,Category:2019–20_coronavirus_pandemic_in_Asia,2
COVID-19_pandemic_in_Afghanistan,Category:2019–20_coronavirus_pandemic_in_Asia,2
COVID-19_pandemic_in_Akrotiri_and_Dhekelia,Category:2019–20_coronavirus_pandemic_in_Asia,2
COVID-19_pandemic_in_Armenia,Category:2019–20_coronavirus_pandemic_in_Asia,2
COVID-19_pandemic_in_the_Republic_of_Artsakh,Category:2019–20_coronavirus_pandemic_in_Asia,2
COVID-19_pandemic_in_Azerbaijan,Category:2019–20_coronavirus_pandemic_in_Asia,2
COVID-19_pandemic_in_Bahrain,Category:2019–20_coronavirus_pandemic_in_Asia,2
COVID-19_pandemic_in_Bangladesh,Category:2019–20_coronavirus_pandemic_in_Asia,2
COVID-19_pandemic_in_Bhutan,Category:2019–20_coronavirus_pandemic_in_Asia,2
COVID-19_pandemic_in_Brunei,Category:2019–20_coronavirus_pandemic_in_Asia,2
COVID-19_pandemic_in_Cambodia,Category:2019–20_coronavirus_pandemic_in_Asia,2
COVID-19_pandemic_in_mainland_China,Category:2019–20_coronavirus_pandemic_in_Asia,2
COVID-19_pandemic_in_Cyprus,Category:2019–20_coronavirus_pandemic_in_Asia,2
